Address	Status-Code	Status-Text	Type	Size	Title	Date	Level	Links Out	Links In	Server	Error	Duration	Charset	Description
https://ziply.mm.fcix.net/gimp/gtk/2.16/gtk+-2.16.2.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://mirror.fcix.net/gimp/gimp/v2.10/gimp-2.10.8.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://mirrors.ocf.berkeley.edu/gimp/pub/gegl/0.3/gegl-0.3.4.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://southfront.mm.fcix.net/gimp/gimp/v2.2/patch-2.2.14.gz.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://volico.mm.fcix.net/gimp/glib/2.13/glib-2.13.4.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://southfront.mm.fcix.net/gimp/users/otaylor/oratut.pdf	-2	skip external			redir		5		1			00:00.000	utf-8	
https://volico.mm.fcix.net/gimp/pango/1.18/pango-1.18.4.tar.gz.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://mirrors.ocf.berkeley.edu/gimp/pub/pango/1.18/pango-1.18.4.tar.gz	-2	skip external			redir		5		1			00:00.000	utf-8	
https://uvermont.mm.fcix.net/gimp/gimp/v2.3/gimp-2.3.19.tar.bz2.md5	-2	skip external			redir		4		1			00:00.000	utf-8	
https://download.gimp.org/babl/0.0/?C=N&O=A	200	ok	text/html	2797	Index of /babl/0.0/		3	16	7	nginx/1.20.1		00:00.098	utf-8	
https://download.gimp.org/babl/0.0/?C=M&O=A	200	ok	text/html	2809	Index of /babl/0.0/		3	16	8	nginx/1.20.1		00:00.116	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.10.tar.bz2	200	ok	text/html		babl-0.0.10.tar.bz2		3	1	7	nginx/1.20.1		00:00.375	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.12.tar.bz2	200	ok	text/html		babl-0.0.12.tar.bz2		3	1	7	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.14.tar.bz2	200	ok	text/html		babl-0.0.14.tar.bz2		3	1	7	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.16.tar.bz2	200	ok	text/html		babl-0.0.16.tar.bz2		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.18.tar.bz2	200	ok	text/html		babl-0.0.18.tar.bz2		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.20.tar.bz2	200	ok	text/html		babl-0.0.20.tar.bz2		3	1	7	nginx/1.20.1		00:00.097	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.22.tar.bz2	200	ok	text/html		babl-0.0.22.tar.bz2		3	1	7	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/babl/0.0/babl-0.0.8.tar.bz2	200	ok	text/html		babl-0.0.8.tar.bz2		3	1	7	nginx/1.20.1		00:00.149	utf-8	
https://download.gimp.org/babl/0.0/babl-0.1.0.tar.bz2	200	ok	text/html		babl-0.1.0.tar.bz2		3	1	7	nginx/1.20.1		00:00.105	utf-8	
https://abqix.mm.fcix.net/gimp/pango/1.19/pango-1.19.2.tar.bz2	-2	skip external			redir		4		1			00:00.000	utf-8	
https://southfront.mm.fcix.net/gimp/gtk/2.16/gtk+-2.16.1.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://southfront.mm.fcix.net/gimp/gtk/v2.4/gtk+-2.4.9.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://download.gimp.org/gimp/v1.1/v1.1.32/?C=N&O=A	200	ok	text/html	1683	Index of /gimp/v1.1/v1.1.32/		4	10	7	nginx/1.20.1		00:00.115	utf-8	
https://download.gimp.org/gimp/v1.1/v1.1.32/?C=N&O=D	200	ok	text/html	1695	Index of /gimp/v1.1/v1.1.32/		4	10	8	nginx/1.20.1		00:00.113	utf-8	
https://download.gimp.org/gimp/v1.1/v1.1.32/?C=S&O=D	200	ok	text/html	1695	Index of /gimp/v1.1/v1.1.32/		4	10	8	nginx/1.20.1		00:00.095	utf-8	
https://download.gimp.org/gimp/v1.1/v1.1.32/?C=M&O=D	200	ok	text/html	1695	Index of /gimp/v1.1/v1.1.32/		4	10	8	nginx/1.20.1		00:00.131	utf-8	
https://download.gimp.org/gimp/v1.1/v1.1.32/README	200	ok	text/html		README		4	1	7	nginx/1.20.1		00:00.106	utf-8	
https://download.gimp.org/gimp/v1.1/v1.1.32/gimp-1.1.32.tar.bz2	200	ok	text/html		gimp-1.1.32.tar.bz2		4	1	7	nginx/1.20.1		00:00.105	utf-8	
https://download.gimp.org/gimp/v1.1/v1.1.32/patch-1.1.31-1.1.32.bz2	200	ok	text/html		patch-1.1.31-1.1.32.bz2		4	1	7	nginx/1.20.1		00:00.107	utf-8	
https://download.gimp.org/gimp/v1.1/old/v1.1.27/?C=N&O=A	200	ok	text/html	1692	File Name		5		5	nginx/1.20.1		00:00.109		
https://download.gimp.org/gimp/v1.1/old/v1.1.27/?C=N&O=D	200	ok	text/html	1704	Index of /gimp/v1.1/old/v1.1.27/		5	10	6	nginx/1.20.1		00:00.099	utf-8	
https://download.gimp.org/gimp/v1.1/old/v1.1.27/?C=S&O=A	200	ok	text/html	1704	Index of /gimp/v1.1/old/v1.1.27/		5	10	6	nginx/1.20.1		00:00.110	utf-8	
https://download.gimp.org/gimp/v1.1/old/v1.1.27/?C=S&O=D	200	ok	text/html	1704	Index of /gimp/v1.1/old/v1.1.27/		5	10	6	nginx/1.20.1		00:00.099	utf-8	
https://download.gimp.org/gimp/v1.1/old/v1.1.27/?C=M&O=D	200	ok	text/html	1704	&nbsp;&darr;&nbsp;		5		6	nginx/1.20.1		00:00.099		
https://download.gimp.org/gimp/v1.1/old/v1.1.27/README	200	ok	text/html		README		5	1	5	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/gimp/v1.1/old/v1.1.27/gimp-1.1.27.tar.bz2	200	ok	text/html		gimp-1.1.27.tar.bz2		5		5	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/gimp/v1.1/old/v1.1.27/patch-1.1.26-1.1.27.bz2	200	ok	text/html		patch-1.1.26-1.1.27.bz2		5	1	5	nginx/1.20.1		00:00.102	utf-8	
https://mirror.fcix.net/gimp/pango/1.17/pango-1.17.4.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://volico.mm.fcix.net/gimp/gtk/v2.5/gtk+-2.5.0.tar.bz2.md5	-2	skip external			redir		4		1			00:00.000	utf-8	
https://abqix.mm.fcix.net/gimp/gtk/v2.8/dependencies/libpng-1.2.8.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://uvermont.mm.fcix.net/gimp/glib/2.13/glib-2.13.1.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://ziply.mm.fcix.net/gimp/gtk/v2.5/LATEST-GTK+-2.5.6	-2	skip external			redir		4		1			00:00.000	utf-8	
https://download.gimp.org/gegl-qt/0.0/?C=N&O=A	200	ok	text/html	1342	Index of /gegl-qt/0.0/		3	8	7	nginx/1.20.1		00:00.099	utf-8	
https://download.gimp.org/gegl-qt/0.0/?C=S&O=D	200	ok	text/html	1354	Index of /gegl-qt/0.0/		3	8	8	nginx/1.20.1		00:00.113	utf-8	
https://download.gimp.org/gegl-qt/0.0/?C=M&O=A	200	ok	text/html	1354	Index of /gegl-qt/0.0/		3	8	8	nginx/1.20.1		00:00.152	utf-8	
https://download.gimp.org/gegl-qt/0.0/?C=M&O=D	200	ok	text/html	1354	Index of /gegl-qt/0.0/		3	8	8	nginx/1.20.1		00:00.099	utf-8	
https://download.gimp.org/gegl-qt/0.0/gegl-qt-0.0.7.tar.bz2	200	ok	text/html		gegl-qt-0.0.7.tar.bz2		3	1	7	nginx/1.20.1		00:00.104	utf-8	
https://abqix.mm.fcix.net/gimp/gtk/3.1/gtk+-3.1.12.tar.bz2	-2	skip external			redir		4		1			00:00.000	utf-8	
https://southfront.mm.fcix.net/gimp/glib/2.21/glib-2.21.6.tar.bz2.sha1	-2	skip external			redir		5		1			00:00.000	utf-8	
https://opencolo.mm.fcix.net/gimp/pango/1.19/pango-1.19.3.tar.gz	-2	skip external			redir		4		1			00:00.000	utf-8	
https://abqix.mm.fcix.net/gimp/glib/2.11/glib-2.11.1.tar.gz.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://download.gimp.org/gimp/v2.9/windows/?C=M&O=A	200	ok	text/html	2885	Index of /gimp/v2.9/windows/		4	16	9	nginx/1.20.1		00:00.114	utf-8	
https://download.gimp.org/users/otaylor/private/?C=M&O=A	200	ok	text/html	1185	Index of /users/otaylor/private/		4	7	5	nginx/1.20.1		00:00.098	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/?C=M&O=A	200	ok	text/html	1935	Index of /users/otaylor/gtk-doc/		4	11	8	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/users/otaylor/kanjipad/?C=M&O=A	200	ok	text/html	2540	Index of /users/otaylor/kanjipad/		5	14	8	nginx/1.20.1		00:00.153	utf-8	
https://download.gimp.org/users/otaylor/scratch/?C=M&O=A	200	ok	text/html	2599	Index of /users/otaylor/scratch/		4	15	8	nginx/1.20.1		00:00.168	utf-8	
https://download.gimp.org/pango/1.15/?C=N&O=A	200	ok	text/html	6575	Index of /pango/1.15/		3	36	7	nginx/1.20.1		00:00.113	utf-8	
https://download.gimp.org/pango/1.15/?C=M&O=A	200	ok	text/html	6587	Index of /pango/1.15/		3	36	8	nginx/1.20.1		00:00.106	utf-8	
https://download.gimp.org/pango/1.15/?C=M&O=D	200	ok	text/html	6587	Index of /pango/1.15/		3	36	8	nginx/1.20.1		00:00.153	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.6.tar.gz.md5	200	ok	text/html		pango-1.15.6.tar.gz.md5		3	1	7	nginx/1.20.1		00:00.109	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.6.tar.gz	200	ok	text/html		pango-1.15.6.tar.gz		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.6.tar.bz2.md5	200	ok	text/html		pango-1.15.6.tar.bz2.md5		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.6.tar.bz2	200	ok	text/html		pango-1.15.6.tar.bz2		3	1	7	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.5.tar.gz.md5	200	ok	text/html		pango-1.15.5.tar.gz.md5		3	1	7	nginx/1.20.1		00:00.108	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.5.tar.gz	200	ok	text/html		pango-1.15.5.tar.gz		3	1	7	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.5.tar.bz2.md5	200	ok	text/html		pango-1.15.5.tar.bz2.md5		3	1	7	nginx/1.20.1		00:00.109	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.5.tar.bz2	200	ok	text/html		pango-1.15.5.tar.bz2		3	1	7	nginx/1.20.1		00:00.112	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.4.tar.gz.md5	200	ok	text/html		pango-1.15.4.tar.gz.md5		3	1	7	nginx/1.20.1		00:00.105	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.4.tar.gz	200	ok	text/html		pango-1.15.4.tar.gz		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.4.tar.bz2.md5	200	ok	text/html		pango-1.15.4.tar.bz2.md5		3	1	7	nginx/1.20.1		00:00.105	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.4.tar.bz2	200	ok	text/html		pango-1.15.4.tar.bz2		3	1	7	nginx/1.20.1		00:00.124	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.3.tar.gz.md5	200	ok	text/html		pango-1.15.3.tar.gz.md5		3	1	7	nginx/1.20.1		00:00.163	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.3.tar.gz	200	ok	text/html		pango-1.15.3.tar.gz		3	1	7	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.3.tar.bz2.md5	200	ok	text/html		pango-1.15.3.tar.bz2.md5		3	1	7	nginx/1.20.1		00:00.108	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.3.tar.bz2	200	ok	text/html		pango-1.15.3.tar.bz2		3	1	7	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.2.tar.gz.md5	200	ok	text/html		pango-1.15.2.tar.gz.md5		3	1	7	nginx/1.20.1		00:00.109	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.2.tar.gz	200	ok	text/html		pango-1.15.2.tar.gz		3	1	7	nginx/1.20.1		00:00.118	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.2.tar.bz2.md5	200	ok	text/html		pango-1.15.2.tar.bz2.md5		3	1	7	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.2.tar.bz2	200	ok	text/html		pango-1.15.2.tar.bz2		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.1.tar.gz.md5	200	ok	text/html		pango-1.15.1.tar.gz.md5		3	1	7	nginx/1.20.1		00:00.106	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.1.tar.gz	200	ok	text/html		pango-1.15.1.tar.gz		3	1	7	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.1.tar.bz2.md5	200	ok	text/html		pango-1.15.1.tar.bz2.md5		3	1	7	nginx/1.20.1		00:00.128	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.1.tar.bz2	200	ok	text/html		pango-1.15.1.tar.bz2		3	1	7	nginx/1.20.1		00:00.114	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.0.tar.gz.md5	200	ok	text/html		pango-1.15.0.tar.gz.md5		3	1	7	nginx/1.20.1		00:00.125	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.0.tar.gz	200	ok	text/html		pango-1.15.0.tar.gz		3	1	7	nginx/1.20.1		00:00.105	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.0.tar.bz2.md5	200	ok	text/html		pango-1.15.0.tar.bz2.md5		3	1	7	nginx/1.20.1		00:00.110	utf-8	
https://download.gimp.org/pango/1.15/pango-1.15.0.tar.bz2	200	ok	text/html		pango-1.15.0.tar.bz2		3	1	7	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/pango/1.15/LATEST-1.15.6	200	ok	text/html		LATEST-1.15.6		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://southfront.mm.fcix.net/gimp/gimp/v2.2/patch-2.2.9.gz.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/?C=N&O=A	200	ok	text/html	1923	Index of /users/otaylor/gtk-doc/		4	11	7	nginx/1.20.1		00:00.155	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/?C=N&O=D	200	ok	text/html	1935	Index of /users/otaylor/gtk-doc/		4	11	8	nginx/1.20.1		00:00.117	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/?C=S&O=A	200	ok	text/html	1935	Index of /users/otaylor/gtk-doc/		4	11	8	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/?C=M&O=D	200	ok	text/html	1935	Index of /users/otaylor/gtk-doc/		4	11	8	nginx/1.20.1		00:00.127	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/glib-reference.tar.gz	200	ok	text/html		glib-reference.tar.gz		4	1	7	nginx/1.20.1		00:00.107	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/gnome-libs-reference.tar.gz	200	ok	text/html		gnome-libs-reference.tar.gz		4		7	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/gtk-doc.tar.gz	200	ok	text/html		gtk-doc.tar.gz		4		7	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/users/otaylor/gtk-doc/gtk-reference.tar.gz	200	ok	text/html		gtk-reference.tar.gz		4	1	7	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/gimp/v0.99/old/?C=N&O=A	200	ok	text/html	4068	Index of /gimp/v0.99/old/		4	27	7	nginx/1.20.1		00:00.107	utf-8	
https://download.gimp.org/gimp/v0.99/old/?C=S&O=A	200	ok	text/html	4320	Index of /gimp/v0.99/old/		4	27	22	nginx/1.20.1		00:00.140	utf-8	
https://download.gimp.org/gimp/v0.99/old/?C=S&O=D	200	ok	text/html	4320	Index of /gimp/v0.99/old/		4	27	25	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/gimp/v0.99/old/?C=M&O=D	200	ok	text/html	4320	Index of /gimp/v0.99/old/		4	27	28	nginx/1.20.1		00:00.141	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.11/	200	ok	text/html	1721	Index of /gimp/v0.99/old/v0.99.11/		4	10	2	nginx/1.20.1		00:00.147	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.12/	200	ok	text/html	1918	Index of /gimp/v0.99/old/v0.99.12/		4	11	2	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.13/	200	ok	text/html	2042	Index of /gimp/v0.99/old/v0.99.13/		4	12	2	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.14/	200	ok	text/html	2277	Index of /gimp/v0.99/old/v0.99.14/		4	13	2	nginx/1.20.1		00:00.099	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.15/	200	ok	text/html	3109	Index of /gimp/v0.99/old/v0.99.15/		4	17	2	nginx/1.20.1		00:00.112	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.16/	200	ok	text/html	2259	Index of /gimp/v0.99/old/v0.99.16/		4	13	2	nginx/1.20.1		00:00.119	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.17/	200	ok	text/html	2050	Index of /gimp/v0.99/old/v0.99.17/		4	12	2	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.18/	200	ok	text/html	2050	Index of /gimp/v0.99/old/v0.99.18/		4	12	2	nginx/1.20.1		00:00.097	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.19/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.19/		4	13	2	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.20/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.20/		4	13	2	nginx/1.20.1		00:00.108	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.21/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.21/		4	13	2	nginx/1.20.1		00:00.097	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.22/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.22/		4	13	2	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.23/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.23/		4	13	2	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.24/	200	ok	text/html	1600	Index of /gimp/v0.99/old/v0.99.24/		4	9	2	nginx/1.20.1		00:00.097	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.25/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.25/		4	13	2	nginx/1.20.1		00:00.100	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.26/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.26/		4	13	2	nginx/1.20.1		00:00.110	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.27/	200	ok	text/html	2287	Index of /gimp/v0.99/old/v0.99.27/		4	13	2	nginx/1.20.1		00:00.126	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.28/	200	ok	text/html	2497	Index of /gimp/v0.99/old/v0.99.28/		4	14	2	nginx/1.20.1		00:00.106	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.29/	200	ok	text/html	2497	Index of /gimp/v0.99/old/v0.99.29/		4	14	2	nginx/1.20.1		00:00.098	utf-8	
https://download.gimp.org/gimp/v0.99/old/v0.99.pre11/	200	ok	text/html	2349	Index of /gimp/v0.99/old/v0.99.pre11/		4	13	2	nginx/1.20.1		00:00.118	utf-8	
https://abqix.mm.fcix.net/gimp/gimp/v2.7/0.0_LATEST-IS-2.7.5	-2	skip external			redir		4		1			00:00.000	utf-8	
https://mirrors.ocf.berkeley.edu/gimp/pub/glib/2.20/glib-2.20.2.tar.gz.sha1	-2	skip external			redir		5		1			00:00.000	utf-8	
https://southfront.mm.fcix.net/gimp/glib/2.28/glib-2.28.1.tar.bz2	-2	skip external			redir		4		1			00:00.000	utf-8	
https://mirrors.xmission.com/gimp/gimp/video/v2.10/gimp-2-10-4-background-fonts-loading.mp4	-2	skip external			redir		5		1			00:00.000	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/?C=N&O=A	200	ok	text/html	1755	Index of /users/jehan/LGM-2024/		4	10	7	nginx/1.20.1		00:00.118	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/?C=N&O=D	200	ok	text/html	1767	Index of /users/jehan/LGM-2024/		4	10	8	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/?C=S&O=A	200	ok	text/html	1767	Index of /users/jehan/LGM-2024/		4	10	8	nginx/1.20.1		00:00.126	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/?C=M&O=A	200	ok	text/html	1767	Index of /users/jehan/LGM-2024/		4	10	8	nginx/1.20.1		00:00.105	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/?C=M&O=D	200	ok	text/html	1767	Index of /users/jehan/LGM-2024/		4	10	8	nginx/1.20.1		00:00.110	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/ZeMarmot-lgm-2024.odp	200	ok	text/html		ZeMarmot-lgm-2024.odp		4	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/GIMP-lgm-2024.odp	200	ok	text/html		GIMP-lgm-2024.odp		4	1	7	nginx/1.20.1		00:00.105	utf-8	
https://download.gimp.org/users/jehan/LGM-2024/2024-05-11_PresentationAMMD.pdf	200	ok	text/html		2024-05-11_PresentationAMMD.pdf		4	1	7	nginx/1.20.1		00:00.101	utf-8	
https://uvermont.mm.fcix.net/gimp/gimp/video/gegl/gegl-mipmap-preview-rendering.webm	-2	skip external			redir		5		1			00:00.000	utf-8	
https://uvermont.mm.fcix.net/gimp/gtk/v2.4/pango-1.4.1.tar.bz2.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://mirror.fcix.net/gimp/gtk/3.6/gtk+-3.6.3.tar.xz	-2	skip external			redir		4		1			00:00.000	utf-8	
https://mirrors.xmission.com/gimp/beast/bse-files/beastsound_0.1.bse	-2	skip external			redir		5		1			00:00.000	utf-8	
https://opencolo.mm.fcix.net/gimp/gtk/v2.0/glib-2.0.1.tar.bz2.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://abqix.mm.fcix.net/gimp/gtk/v2.4/gtk+-2.4.13.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://mirror.fcix.net/gimp/gimp/v2.9/gimp-2.9.6.tar.bz2.md5	-2	skip external			redir		4		1			00:00.000	utf-8	
https://volico.mm.fcix.net/gimp/gegl/0.4/gegl-0.4.24.tar.xz	-2	skip external			redir		5		1			00:00.000	utf-8	
https://uvermont.mm.fcix.net/gimp/gimp/v2.8/gimp-2.8.22.tar.bz2.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://uvermont.mm.fcix.net/gimp/pango/1.13/pango-1.13.5.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://abqix.mm.fcix.net/gimp/glib/2.20/glib-2.20.4.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://abqix.mm.fcix.net/gimp/gtk/v2.0/pango-1.0.1.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://download.gimp.org/users/rayl/?C=N&O=A	200	ok	text/html	3344	Index of /users/rayl/		3	19	7	nginx/1.20.1		00:00.097	utf-8	
https://download.gimp.org/users/rayl/?C=M&O=A	200	ok	text/html	3356	Index of /users/rayl/		3	19	8	nginx/1.20.1		00:00.100	utf-8	
https://download.gimp.org/users/rayl/cowmgr-0.0.1.tar.gz	200	ok	text/html		cowmgr-0.0.1.tar.gz		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/users/rayl/cowmgr-0.0.10.tar.gz	200	ok	text/html		cowmgr-0.0.10.tar.gz		3	1	7	nginx/1.20.1		00:00.113	utf-8	
https://download.gimp.org/users/rayl/cowmgr-0.0.3.tar.gz	200	ok	text/html		cowmgr-0.0.3.tar.gz		3	1	7	nginx/1.20.1		00:00.102	utf-8	
https://download.gimp.org/users/rayl/cowmgr-0.0.4.tar.gz	200	ok	text/html		cowmgr-0.0.4.tar.gz		3	1	7	nginx/1.20.1		00:00.107	utf-8	
https://download.gimp.org/users/rayl/cowmgr-0.0.7.tar.gz	200	ok	text/html		cowmgr-0.0.7.tar.gz		3	1	7	nginx/1.20.1		00:00.134	utf-8	
https://download.gimp.org/users/rayl/cowmgr-0.0.8.tar.gz	200	ok	text/html		cowmgr-0.0.8.tar.gz		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/users/rayl/cowmgr-0.0.9.tar.gz	200	ok	text/html		cowmgr-0.0.9.tar.gz		3	1	7	nginx/1.20.1		00:00.104	utf-8	
https://download.gimp.org/users/rayl/cowmgr.README	200	ok	text/html		cowmgr.README		3	1	7	nginx/1.20.1		00:00.103	utf-8	
https://download.gimp.org/users/rayl/gimp-HOLLYWOOD-981202.tar.gz	200	ok	text/html		gimp-HOLLYWOOD-981202.tar.gz		3	1	7	nginx/1.20.1		00:00.108	utf-8	
https://download.gimp.org/users/rayl/gimp-data-HOLLYWOOD-981202.tar.gz	200	ok	text/html		gimp-data-HOLLYWOOD-981202.tar.gz		3	1	7	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/users/rayl/gimp.README	200	ok	text/html		gimp.README		3	1	7	nginx/1.20.1		00:00.101	utf-8	
https://download.gimp.org/users/rayl/yosh.tar	200	ok	text/html		yosh.tar		3	1	7	nginx/1.20.1		00:00.104	utf-8	
https://southfront.mm.fcix.net/gimp/pango/1.15/pango-1.15.1.tar.gz.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://uvermont.mm.fcix.net/gimp/gimp/v2.2/patch-2.2.15.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://mirrors.ocf.berkeley.edu/gimp/pub/glib/2.11/glib-2.11.4.tar.bz2.md5	-2	skip external			redir		5		1			00:00.000	utf-8	
https://southfront.mm.fcix.net/gimp/pango/1.17/pango-1.17.2.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
https://volico.mm.fcix.net/gimp/users/otaylor/gtkthreads-0.2.tar.gz	-2	skip external			redir		5		1			00:00.000	utf-8	
https://uvermont.mm.fcix.net/gimp/pango/1.14/pango-1.14.6.tar.bz2	-2	skip external			redir		5		1			00:00.000	utf-8	
